model_type,seed,total_reward,avg_reward,cumulative_return,avg_turnover,total_turnover,sharpe,max_drawdown,steps
baseline,0,-0.22646446003091114,-0.00023298812760381805,0.178503176854101,0.8039292188460935,781.4192007184029,0.34046246914367984,-0.22988617513223897,972
prl,0,-0.4577974779431315,-0.00047098505961227523,0.09193516339770902,1.1229402918383908,1091.497963666916,0.2206174106343417,-0.2799603229111842,972
buy_and_hold_equal_weight,-1,0.4878063769260541,0.0005018584124753643,0.5572347105154629,0.0,0.0,0.8292677394592661,-0.19572130122424813,972
daily_rebalanced_equal_weight,-1,0.4878063769260541,0.0005018584124753643,0.5572347105154629,0.0,0.0,0.8292677394592661,-0.19572130122424813,972
inverse_vol_risk_parity,-1,0.43778039338241276,0.00045039135121647405,0.4908860927743013,0.028739583412931823,27.934875077369732,0.8048579616488388,-0.1834698351670908,972
